ApplauseRate,ReviewNum,Level,FlavorScore,EnvironmentScore,ServiceScore,5StarReviewNum,High-qualityMerchant,PopularArea,PictureNum,ParkingNum,ParkingInfo,GroupPurchase,Promotion,AdvanceReservation,TakeOut,PerConsumption,BusinessDay
47.2,642,4,8.2,8.2,8.5,303,1,1,150,1,1,0,0,1,1,73,1787
50.76,1245,4,8.2,8.9,8.1,632,1,1,321,8,1,1,0,0,0,188,1870
40.44,2025,4,7.8,8.1,7.6,819,0,1,876,5,1,0,1,0,1,69,710
61.35,282,4,8.2,8,8,173,1,0,131,0,0,1,0,0,0,91,1524
26.59,766,4,8.4,6.8,7.4,184,0,0,432,19,1,0,0,0,0,76,2950
40.5,642,4,8.3,8.1,7.1,260,0,0,265,7,1,0,0,0,0,93,1812
30.78,640,3.5,7.6,8,7.9,197,0,1,478,0,0,0,0,0,0,88,348
34.43,1545,3.5,7.8,6.1,6.7,512,0,0,535,44,1,0,0,0,0,81,2601
47.58,2974,4,8.1,8.3,7.5,1415,1,0,335,11,1,1,0,0,0,114,2406
28.87,1527,3.5,7.7,7.5,7.2,364,0,1,541,114,1,0,0,0,0,95,2724
42.97,379,4,8.3,7,7.4,162,0,0,105,6,1,0,0,1,0,77,2927
43.47,2689,4,7.7,8.2,7.7,1095,0,1,282,81,1,1,0,0,1,107,2739
40.46,1951,3.5,7.9,7.3,7,787,0,0,498,16,1,0,0,0,0,101,2560
74.77,107,4.5,8.5,8.2,8.8,80,1,0,84,0,0,0,0,0,1,36,387
26.46,599,4,7.8,7.1,6.9,127,0,0,194,97,1,0,0,0,0,51,2946
47.31,4280,4,7.9,8.3,7.2,1977,1,1,608,43,1,1,0,0,0,95,2611
47.45,2293,4,7.8,8.5,8.1,1088,1,0,574,6,1,1,0,1,1,59,1082
28.9,4378,3.5,7.3,8.6,6.4,830,0,1,932,505,1,0,0,0,0,92,76
75.9,249,4,8.4,9,8.4,189,1,0,155,0,0,1,1,0,0,94,188
31.58,114,4,8.5,7.4,7.4,36,0,1,76,0,0,1,0,1,1,62,497
48.99,406,4,8.5,7.8,8.2,194,1,0,124,12,1,1,0,0,0,130,2937
39.07,302,4,8.1,8.3,7.3,109,0,1,132,16,1,0,0,0,0,77,2899
68.85,61,4,8.4,8,7.8,42,1,0,20,0,0,1,0,0,1,45,128
35.96,655,4,7.5,8.6,7.4,178,0,1,67,70,1,1,0,0,0,306,2890
88,275,4.5,9,8.3,8.5,242,1,0,202,0,0,1,0,0,0,50,382
39.2,125,4,8.1,7.7,7.7,49,0,1,102,0,0,0,0,0,0,78,120
45.1,408,4,7.9,8.2,7.7,184,1,0,199,0,0,0,0,0,1,58,603
49.42,607,4,8.3,7.4,7.4,300,1,0,187,1,1,1,0,0,0,69,839
26.85,1095,3.5,7.4,7.9,7.5,294,0,1,840,1,1,0,0,0,0,65,286
46.02,591,4,8.2,7.5,7.9,272,1,1,165,0,0,1,0,0,1,41,726
43.58,5502,3.5,7.6,8.2,7.1,2398,0,1,789,4,1,0,0,0,1,226,1193
43.5,1462,4,7.9,8.9,7.6,636,0,1,280,14,1,0,0,0,0,106,2128
27.57,613,3.5,7.6,8.3,7.3,169,0,1,472,1,1,0,0,0,0,78,789
43.88,98,3.5,7.9,7.8,8,43,0,0,78,0,0,1,0,0,1,117,141
48.69,1873,4,8.1,8.3,8.1,908,1,0,280,11,1,1,0,0,0,72,2253
77.24,268,4,7.7,8.5,7.7,207,1,1,193,0,0,0,0,0,0,58,51
42.9,2205,4,8.1,8,7.6,946,0,0,286,16,1,1,0,0,1,58,2333
31.25,1168,3.5,7.6,7.8,7.4,365,0,1,579,4,1,0,0,0,0,74,1031
50.71,211,4,8.1,8.1,7.8,107,1,0,158,1,1,0,0,0,0,51,527
21.6,713,3.5,7.3,7.5,7.1,154,0,0,280,23,1,0,0,0,1,81,2727
45.84,1911,4,7.7,8.5,7.8,876,1,0,448,4,1,1,0,0,1,75,1099
49.37,1594,4,8,8.3,7.9,787,1,0,296,2,1,1,0,0,1,72,1104
32.35,34,3.5,8.2,7.3,7.2,11,0,0,28,0,0,0,0,0,0,130,51
28.9,1315,3.5,7.2,7.8,7.4,380,0,1,965,0,0,1,0,0,0,55,508
45.32,267,4,8.2,8.3,8.1,121,1,1,99,0,0,1,0,0,1,60,674
41.57,1975,4,8.1,6.8,7.3,821,0,0,328,7,1,1,0,0,1,52,1692
40.62,2506,4,8.2,7.3,7.5,1018,0,0,656,9,1,1,0,0,0,56,1825
30.02,523,3.5,7.4,8.1,7.7,157,0,1,383,0,0,0,0,1,1,66,348
33.77,957,4,7.8,7.9,7.1,259,0,1,264,81,1,0,0,0,0,94,2730
22.76,1444,3.5,7.9,6.1,6.4,269,0,0,506,64,1,0,0,0,0,64,2821
26.39,576,4,7.9,8,7.6,152,0,0,393,2,1,0,0,0,1,61,567
36.38,2875,3.5,7.6,8.2,7.7,1046,0,0,708,5,1,1,0,0,1,53,1592
30.59,85,4,7.9,7.8,7.5,26,0,1,67,0,0,0,0,0,0,58,237
29.5,322,4,7.8,8.2,7.6,95,0,0,222,0,0,0,0,0,1,63,422
39.79,2277,4,7.7,8.1,7.6,906,0,1,931,2,1,0,0,0,1,61,785
51.07,2610,4,7.8,8.8,8.1,1333,1,0,778,7,1,0,0,0,0,75,880
43.59,429,4,8.1,7.6,7.5,187,0,1,188,0,0,1,0,0,1,61,545
30.89,450,4,7.6,8.1,7.7,139,0,1,286,0,0,1,0,0,1,58,318
53.38,748,4,7.7,8.4,7.7,395,1,0,146,12,1,1,0,0,1,110,2609
42.05,1006,4,8.4,7.8,7.8,423,0,1,117,7,1,0,0,0,1,69,2446
66.67,45,4,7.9,7.2,8,30,1,0,32,0,0,1,0,0,1,36,450
38.14,1020,3.5,7.5,7.4,7.5,389,0,1,607,2,1,1,0,0,0,91,806
46.98,2835,4,7.9,7.3,7.4,1332,1,0,332,5,1,1,0,0,1,66,1443
31.84,201,3.5,7.5,7.4,8.1,64,0,1,169,0,0,1,0,0,1,54,452
43.75,4223,4,7.9,7.9,7.4,1781,0,1,682,39,1,0,0,0,1,53,2678
23,563,4,8,6.4,6.8,109,0,0,198,16,1,0,0,0,1,20,2901
27.22,507,4,8.2,7.1,7,138,0,1,197,10,1,0,0,0,0,61,2373
55.2,404,4,8.3,7.6,7.9,223,1,1,281,1,1,1,0,1,1,58,395
26.58,838,4,8,6.4,6.5,164,0,0,226,147,1,0,0,0,0,49,2944
37.45,1076,3.5,8,7.5,7,403,0,0,326,0,0,1,0,0,1,45,1036
25.47,1325,4,7.7,6.9,6.7,272,0,0,477,121,1,0,0,0,0,52,2875
67.42,353,4,7.7,7.3,7.6,238,1,0,103,0,0,1,0,1,1,65,907
24.43,703,4,8.1,6.7,6.9,170,0,1,338,12,1,0,0,0,0,30,2913
37.26,1385,3.5,7.9,6.5,6.3,516,0,1,597,1,1,1,0,0,0,54,625
42.89,984,4,8,6.9,7.2,416,0,0,225,21,1,0,0,0,0,61,2533
25.93,3161,3.5,7.5,5.8,6.4,613,0,1,755,196,1,0,0,1,0,61,2924
51.85,108,4.5,8.2,7.6,8.4,56,1,0,68,0,0,0,0,0,1,34,781
21.37,2502,3.5,7.2,7,6.6,440,0,0,766,51,1,0,0,0,0,71,2933
37.58,1147,4,8,7.4,7.3,431,0,1,245,1,1,1,0,0,0,56,1257
44.48,461,4,8.1,8.8,8.2,149,1,0,120,33,1,1,0,0,0,189,1829
50.4,125,4,7.8,8.2,8.4,63,1,0,111,0,0,1,0,0,1,60,100
55.17,261,3.5,7.8,8,7.8,144,1,1,195,0,0,1,0,0,1,67,231
65.7,414,4.5,8.5,8.6,8.9,272,1,1,144,2,1,0,0,0,1,36,2075
38.87,3642,3.5,7.3,7.6,7.3,1192,0,0,728,159,1,1,0,0,1,64,162
65.83,120,4.5,8.5,8.4,8.1,79,1,1,72,0,0,0,0,0,0,130,370
44.48,6293,4,8.1,8,7.4,2799,1,1,1095,11,1,0,0,0,0,62,1254
37.64,1627,4,7.9,7.3,7.3,591,0,0,226,18,1,1,0,0,1,62,2341
54.59,683,4,7.8,8.8,8.5,363,1,1,170,12,1,1,0,0,1,197,2946
27.78,144,3.5,7.7,8.8,7.3,40,0,0,94,0,0,0,0,0,0,90,265
46.58,161,4,8,7.8,7.6,75,1,1,69,0,0,0,0,0,0,144,726
43.7,1929,3.5,7.6,7.2,6.9,763,0,0,307,42,1,0,0,1,1,67,2835
39.82,480,4,8.3,6.5,7.2,176,0,1,137,26,1,1,0,1,1,54,2925
29.53,901,4,7.6,8.3,7.6,228,0,1,233,60,1,0,0,0,0,94,2934
29.39,262,3.5,7.7,8.4,7.3,77,0,1,147,0,0,1,0,0,1,75,313
47.95,878,4,8.3,8.3,8.3,421,1,0,150,0,0,1,0,0,1,52,1206
39.04,781,4,7.5,7.3,7.3,251,0,1,127,40,1,1,0,0,1,64,2610
38.46,52,4,8.4,7.4,8,20,0,0,41,0,0,0,0,0,0,142,420
36.21,1527,3.5,7.9,7.1,7.1,553,0,1,278,9,1,1,0,0,0,75,2659
48.03,533,4,8,8.3,7.7,256,1,0,127,2,1,0,0,0,0,81,734
63.02,192,4,8.1,8.1,7.7,121,1,0,159,0,0,0,0,0,1,87,125
54.24,708,4,8.1,8.1,7.6,384,1,0,341,0,0,1,0,0,1,53,598
55.37,242,4,8.2,8.5,8.5,134,1,0,98,0,0,1,0,0,0,90,640
40.52,348,4,7.9,7.3,7.5,141,0,0,163,0,0,1,0,1,1,72,1378
20.25,237,3.5,7.2,8,7,48,0,1,196,1,1,0,0,0,0,73,108
46.25,253,3.5,7.9,7.6,7.7,117,1,0,136,1,1,1,1,1,1,65,368
34.72,193,3.5,7.9,6.7,7,67,0,1,112,0,0,1,0,0,1,45,146
37.97,4712,3.5,7.4,7.9,6.8,1579,0,0,897,268,1,0,0,0,0,75,2927
40.89,1081,4,7.7,8.1,7.8,442,0,1,229,1,1,0,0,0,1,68,931
39.74,4622,3.5,7.6,7.7,7.1,1837,0,1,1586,5,1,0,0,0,1,58,783
35.88,1006,3.5,7.4,7.9,7.4,361,0,0,393,0,0,1,0,0,0,75,674
41.28,2086,3.5,7.7,8.3,7.2,861,0,1,682,10,1,1,0,0,0,101,1048
47.62,42,3.5,7.4,7.8,7.6,20,1,0,33,0,0,1,1,0,1,73,64
31.82,154,4,8.7,7.9,7.8,49,0,1,96,0,0,1,0,1,1,69,703
53.26,582,4,8.2,7.5,8,310,1,0,135,0,0,1,0,0,0,20,833
29.39,677,3.5,7.7,8.2,7,199,0,0,326,9,1,0,0,0,0,91,1575
46.43,743,4,8.5,7.9,7.6,345,1,0,303,1,1,0,0,0,1,48,797
48.67,150,3.5,7.7,7.6,7.6,73,1,1,130,0,0,0,0,0,1,39,151
64.02,478,4,8.3,7.5,8,306,1,0,96,0,0,0,0,0,0,89,1068
25.57,485,3.5,7.6,7.9,7.3,124,0,0,325,0,0,0,0,0,0,83,601
34.44,572,3.5,7.6,8.1,7.2,197,0,0,220,9,1,1,0,1,0,96,2818
70,90,4,8.1,7.6,8.1,63,1,0,54,0,0,1,0,0,0,56,593
44.23,407,4,7.7,8.2,7.9,180,0,1,224,2,1,0,0,0,0,90,698
48.28,174,4,8,8.7,7.3,84,1,0,75,0,0,1,0,0,0,106,695
43.33,90,3.5,7.3,7.7,7.4,39,0,0,20,0,0,1,0,0,1,60,253
33.7,1890,3.5,7.7,7.4,7.4,637,0,1,598,7,1,1,0,0,1,59,1302
43.08,270,4,8,8.3,7.7,112,0,0,138,4,1,1,0,0,0,124,2940
29.39,332,4,7.9,7.8,7.6,67,0,0,77,47,1,0,0,0,0,62,2669
66.9,142,4,8.1,7.9,7.3,95,1,1,48,8,1,1,0,0,0,347,1798
43.15,533,3.5,8.1,7.6,7.5,230,0,1,138,0,0,0,0,0,0,92,1329
22.57,2269,3.5,7.4,7.9,6.5,498,0,1,648,47,1,0,0,0,0,69,2932
25.83,151,3.5,7.5,8.1,7.5,39,0,0,90,0,0,1,0,0,1,71,135
21.37,393,3.5,7.6,7.2,7,84,0,1,118,7,1,1,0,1,0,60,2781
42.11,122,3.5,7.4,7.6,7.5,48,0,1,40,4,1,0,0,0,0,936,2634
38.32,1969,3.5,7.6,6.9,6.9,728,0,0,245,32,1,0,0,0,1,64,2505
28.78,688,3.5,7.2,7.7,7.2,198,0,1,464,0,0,1,0,1,0,57,358
34.21,621,3.5,7.5,8.5,7.2,130,0,0,179,77,1,1,0,0,0,167,2846
62.91,860,4,8.2,9,7.8,541,1,1,175,10,1,1,0,0,0,107,2656
36.82,459,4,8,6.9,7.7,169,0,0,163,8,1,0,0,0,0,78,1787
35.61,264,3.5,7.7,8.6,7.6,94,0,0,168,1,1,0,0,0,0,78,632
43.57,1299,4,8.1,8.1,7.6,566,0,0,102,0,0,1,0,0,1,68,1531
26.48,4220,3.5,7.4,7.7,7.1,1117,0,1,1147,46,1,0,0,0,1,75,2371
46.03,517,4,7.7,8.6,7.5,238,1,0,166,1,1,1,0,0,0,71,820
41.23,2423,4,8,7.9,7.5,999,0,0,489,5,1,0,0,0,0,93,1364
36.89,875,4,7.7,7.6,7.3,311,0,1,126,18,1,1,0,0,1,74,2496
35.67,2428,3.5,8,7.4,7.1,866,0,1,313,9,1,1,0,0,0,67,2492
51.14,1800,4,7.9,8.1,8,917,1,0,153,17,1,1,0,1,1,86,2890
26.1,249,4,7.9,6.1,7,65,0,1,186,1,1,0,0,1,0,37,1775
30.63,1054,3.5,7.6,6.8,6.6,313,0,0,372,12,1,1,0,0,1,151,2507
57.28,103,4,8.4,8.4,8.3,59,1,0,71,0,0,1,0,1,1,63,189
38.32,1871,3.5,7.5,7.6,7.3,717,0,1,753,3,1,1,0,0,1,83,1061
69.17,133,4,8.4,8.3,8.1,92,1,0,90,1,1,0,0,0,0,105,836
41.67,456,4,8.2,8.3,8.1,190,0,1,272,3,1,0,0,0,1,53,536
35.34,1002,3.5,7.9,6.5,6.7,352,0,0,217,8,1,0,0,0,0,87,2302
25.53,521,3.5,8,7,7,133,0,0,361,0,0,0,0,0,1,61,570
37.92,3207,4,7.8,7.7,7.3,1216,0,0,649,3,1,0,0,0,1,56,1068
45.17,507,4,7.7,8.5,7.8,229,1,0,207,3,1,1,1,0,1,73,611
42.67,832,4,8.1,7.6,7.3,355,0,0,136,7,1,0,0,0,1,57,1980
34.5,3417,3.5,7.5,7.7,7,1179,0,0,1123,15,1,0,0,0,0,66,1678
41.85,7410,4,7.9,7.7,7.3,3101,0,1,1044,24,1,0,0,0,1,54,2626
35.81,149,4,8.1,9,7.8,53,0,0,83,6,1,0,0,0,0,77,2754
43.14,2253,3.5,7.5,8,7.3,972,0,1,496,5,1,1,0,0,0,74,1111
37.98,624,3.5,7.6,8.1,7.6,237,0,1,324,1,1,0,0,0,1,54,463
19.18,1129,3.5,7.4,5.1,6,193,0,0,550,36,1,0,0,0,0,42,2739
42.41,4289,4,7.9,7.5,7.3,1819,0,1,483,11,1,1,0,0,1,51,1907
48.28,29,4,8,7.5,7.8,14,1,0,20,0,0,1,0,0,0,67,314
39.9,1390,4,8.1,7.1,7.5,555,0,0,229,1,1,1,0,1,0,81,2158
43.27,691,4,7.9,8.1,7.5,299,0,0,111,7,1,1,0,1,1,98,1767
32.32,198,4,8.1,6.5,6.5,64,0,0,128,4,1,0,0,0,0,52,2608
44.23,624,4,7.8,7.3,7.5,276,0,0,196,0,0,0,0,0,0,63,631
20.66,305,3.5,7.5,7.4,7.2,63,0,1,115,0,0,1,0,1,1,61,1625
46.65,1253,3.5,7.9,8.3,7.5,585,1,1,270,2,1,1,0,0,0,111,1078
30.07,685,3.5,8,6.7,7,206,0,0,311,12,1,0,0,0,0,69,2539
21.14,895,4,7.2,6.1,6.2,93,0,1,147,104,1,0,0,0,0,69,3397
27.62,222,4,8.1,7,7.2,58,0,0,85,6,1,0,0,0,1,80,2947
65.19,181,4.5,8.3,8.9,8.4,118,1,0,34,0,0,1,0,0,0,170,1105
44.82,859,3.5,7.8,7.5,7.3,385,1,0,150,1,1,1,0,0,0,63,1268
31.61,310,3.5,7.6,7.8,6.7,98,0,1,154,0,0,1,0,0,1,105,828
42.06,2159,4,8,7.6,7.8,908,0,1,449,7,1,1,0,0,0,71,1198
32.91,471,3.5,7.7,6.7,7.1,155,0,0,192,6,1,1,0,1,1,92,1998
35.74,277,4,8.2,8.1,7.4,99,0,1,151,3,1,0,0,0,0,16,1439
46.77,201,4,8.2,7.6,7.9,94,1,0,32,1,1,1,0,0,1,84,1568
46.12,1645,4,7.8,8.2,7.7,714,1,0,160,56,1,1,0,0,0,85,2663
37.87,1241,3.5,7.8,6.9,7.1,470,0,1,361,0,0,0,0,0,0,53,1384
39.77,528,4,8,8,7.5,210,0,1,126,5,1,0,0,0,0,124,1582
43.65,394,4,7.8,8,7.9,172,0,1,57,6,1,0,0,0,0,93,1986
22.37,609,3.5,7.7,6.5,6.7,121,0,1,237,15,1,0,0,0,1,57,2491
40.31,382,4,7.9,8.4,7.3,154,0,1,81,2,1,0,0,0,0,92,2363
34.61,627,3.5,7.6,8.3,7.4,217,0,1,291,4,1,0,0,0,0,90,1078
74.8,127,4,8.3,8.5,8.3,95,1,1,101,0,0,0,0,0,1,234,374
40.56,3380,4,7.9,7.8,7.5,1371,0,0,403,3,1,0,0,0,1,66,1500
45.39,1745,4,8.1,8,7.7,792,1,0,182,3,1,0,0,0,1,61,1599
54.01,338,4,8.2,9,8,182,1,0,92,10,1,1,0,0,0,145,2951
37.48,1993,3.5,7.7,8.2,6.8,747,0,0,437,19,1,1,0,0,0,110,2442
56.04,323,4,8,8.3,8,181,1,1,117,0,0,1,0,0,1,65,764
27.11,686,3.5,7.4,8.3,6.7,186,0,0,461,1,1,0,0,0,0,92,796
21.4,673,3.5,7.3,7.2,7.1,144,0,1,490,0,0,1,0,0,1,30,379
45,60,4,8.6,7.2,8.3,27,1,1,50,0,0,0,0,0,0,49,138
34.52,927,3.5,7.8,7.3,7.3,310,0,0,81,15,1,0,0,0,0,48,2784
41.71,4168,3.5,7.6,8.1,6.7,1713,0,0,651,40,1,0,0,0,0,73,2866
58.22,2925,4,7.8,7.7,7.5,1703,1,1,867,9,1,1,0,1,0,57,1116
42.84,1154,3.5,7.7,8.1,7.1,494,0,1,239,21,1,0,0,0,0,129,2907
53.54,297,3.5,7.9,7.2,7.4,159,1,1,133,0,0,1,0,0,0,37,1112
37.82,815,4,7.7,7.7,7.4,191,0,1,89,97,1,1,0,0,1,90,2077
47.66,431,4,8,8.3,7.6,204,1,0,72,12,1,1,0,0,0,82,2887
45.36,1272,3.5,7.5,7.6,7.2,577,1,0,237,8,1,0,0,0,0,95,1763
51.93,285,3.5,7.5,7.8,7,148,1,1,199,0,0,1,0,0,1,94,257
34.29,105,3.5,7.9,7.1,7.1,36,0,0,66,0,0,1,0,0,1,40,136
58.54,41,4,8.2,8.4,8,24,1,1,25,0,0,0,0,0,0,80,470
23.91,321,4,8.2,6.6,6.9,71,0,0,160,16,1,0,0,0,0,60,2910
28.71,620,3.5,7.6,8.2,6.9,178,0,1,383,4,1,0,1,0,1,98,521
43.04,1192,3.5,7.7,8,6.9,513,0,0,333,4,1,1,0,0,0,73,757
38.6,1829,3.5,7.5,8.4,6.8,706,0,0,587,3,1,0,0,0,1,91,669
24.11,579,3.5,7.6,6.3,6.8,101,0,0,186,57,1,1,0,0,1,51,2553
37.07,1400,3.5,7.8,7.9,7,519,0,0,394,11,1,0,0,0,0,82,2493
35,40,4,7.5,7.8,8.1,14,0,1,29,0,0,1,0,0,0,54,53
22.64,106,3.5,7.6,8,7.7,24,0,1,83,0,0,0,0,0,1,59,201
37.45,1880,3.5,7.5,8,7.4,704,0,1,483,2,1,1,0,0,1,88,868
34.82,1907,3.5,7.4,7,6.7,576,0,0,277,101,1,1,0,0,1,82,2939
34.01,797,3.5,7.5,7,7.1,235,0,1,130,29,1,0,0,0,0,83,2893
34.29,105,4,8.6,7.7,8,36,0,0,81,1,1,1,0,0,0,81,354
51.21,1586,3.5,7.6,7.8,7.3,762,1,0,178,33,1,1,0,1,0,82,2547
33.83,765,3.5,7.5,7.9,7.5,229,0,1,118,46,1,1,0,0,0,89,2643
35.84,808,3.5,7.7,8.3,7.2,272,0,0,169,37,1,1,0,0,0,97,2703
36.67,90,3.5,7.8,8,7.2,33,0,1,59,0,0,0,0,0,1,63,281
45.04,897,4,7.8,8.7,7.3,404,1,1,110,6,1,1,0,0,0,104,2436
45.34,1759,3.5,7.7,7.8,7,686,1,0,331,108,1,0,0,0,0,105,2921
44.6,518,4,7.6,7.9,7.6,124,1,1,107,66,1,1,0,0,0,173,2805
31.46,534,3.5,7.8,8,7.5,168,0,1,170,6,1,1,0,0,0,59,2246
37.31,193,4,8,7.2,7.1,72,0,0,112,1,1,1,0,0,0,52,365
52.44,82,3.5,7.4,8.3,7.3,43,1,1,41,0,0,1,0,0,0,112,156
52.49,420,4,7.8,8.4,7.8,221,1,0,123,2,1,1,0,1,0,100,1117
35.55,1269,3.5,7.6,7.5,7.1,450,0,1,155,31,1,1,0,0,0,86,2567
39.64,4685,3.5,7.7,8.1,7.1,1857,0,1,830,30,1,0,0,0,1,76,2549
36.36,143,4,7.7,8.1,8,52,0,0,83,0,0,1,0,0,1,51,385
47.17,53,4,8.1,8.6,8.4,25,1,0,46,0,0,1,0,0,1,39,155
42.59,54,4,7.9,7.5,7.6,23,0,1,37,0,0,1,0,0,1,53,155
42.86,539,4,7.8,7.9,7.7,231,0,1,248,0,0,1,0,0,1,71,528
54.25,153,4,7.7,7.9,7.7,83,1,1,130,0,0,1,0,0,1,54,105
46.62,665,4,7.7,8.8,7.2,310,1,0,164,8,1,0,0,1,1,151,2544
33.1,809,3.5,7.6,6.7,6.8,236,0,0,258,51,1,1,1,1,1,70,2828
45.98,87,4,7.5,7.5,7.8,40,1,0,83,0,0,0,0,0,0,80,126
30.15,854,3.5,7.7,6.8,7.2,249,0,0,305,25,1,0,0,0,0,56,2948
20.85,1658,3.5,7,6.3,5.9,143,0,0,199,138,1,0,0,0,0,48,2929
34.99,1426,3.5,7.6,7.4,7.1,499,0,0,236,15,1,0,0,0,1,62,2663
47.37,209,4,7.7,8.3,7.7,99,1,1,190,0,0,1,0,0,1,34,211
25.52,1508,3.5,7.4,6.4,6.4,269,0,1,211,114,1,0,0,0,1,62,3411
27.2,1081,3.5,7.7,6.5,6.8,294,0,1,251,2,1,1,0,0,1,42,2345
55,80,3.5,7.4,7.1,7.6,44,1,0,43,0,0,1,0,0,1,65,113
35.71,42,3.5,7.3,7.4,7,15,0,1,32,0,0,1,0,0,0,68,65
29.11,5138,3.5,7.2,6,6.3,1462,0,1,694,74,1,0,0,1,1,100,2745
44.83,87,3.5,7.8,7,7,39,1,0,37,0,0,1,0,0,1,45,324
60.23,171,4,8,7.7,7.7,103,1,0,39,0,0,1,0,0,0,64,874
39.18,291,3.5,7.9,7.5,7.8,114,0,0,51,1,1,1,0,0,1,85,760
42.99,679,3.5,7.8,8.3,6.6,236,0,1,123,48,1,0,0,0,1,116,2836
57.55,777,4,8.1,8,7.8,442,1,0,78,5,1,1,0,1,1,68,2198
57.81,64,4,8.1,7.6,7.7,37,1,0,56,0,0,1,0,0,0,57,176
68.85,2138,3.5,7.5,7,7.5,1472,1,0,851,0,0,1,0,0,0,67,476
32.49,2255,3.5,7.3,5.8,6.2,562,0,1,346,128,1,1,0,0,0,61,2724
25.97,874,3.5,7.4,7.9,7.3,227,0,1,591,0,0,0,0,0,0,78,695
33.01,103,3.5,8.2,7.5,7.4,34,0,1,46,0,0,1,0,0,1,71,714
35.15,1653,3.5,7.7,8.2,7.5,581,0,1,328,13,1,1,0,0,1,85,1380
47.09,550,3.5,7.9,7.2,7.1,259,1,0,147,0,0,1,0,0,0,54,1870
28.73,355,3.5,7.7,7.3,7.2,102,0,0,126,6,1,0,0,0,0,68,2665
35.62,74,3.5,7.5,6.4,7.1,26,0,1,36,5,1,0,0,0,0,64,2918
35.76,1819,3.5,7.6,7.4,6.7,556,0,1,222,132,1,1,0,0,1,88,2518
33.6,3821,3.5,7.4,6.9,6.6,1153,0,1,426,126,1,0,0,0,0,70,2950
35.52,1236,3.5,7.5,7.5,6.8,439,0,0,401,3,1,0,0,0,1,85,848
59.21,76,4,8,7.8,7.8,45,1,0,37,0,0,0,0,0,1,54,1645
57.13,890,3.5,7.5,8.2,7.2,493,1,0,407,39,1,0,0,0,0,94,488
42.89,872,3.5,7.7,7.1,8,374,0,1,256,0,0,1,0,0,1,56,1006
42.42,1167,3.5,7.3,7.9,6.9,495,0,1,215,0,0,0,0,0,1,255,1042
35.41,562,4,7.7,8.3,7.6,199,0,0,247,1,1,0,0,0,0,62,676
39.65,9093,3.5,7.1,7.5,6.7,3605,0,1,1413,15,1,1,0,0,1,71,2162
44.95,123,3.5,7.3,7.1,7.2,49,1,0,21,11,1,1,0,1,0,63,2561
37.12,132,4,7.8,8.1,7.7,49,0,0,85,0,0,1,0,0,0,56,318
40.86,257,4,7.7,8.5,7.2,105,0,0,157,2,1,1,0,0,0,80,548
17.34,1019,3.5,7.5,6.6,6.6,133,0,1,248,93,1,0,0,0,0,49,2869
46.72,1218,3.5,7.6,8.3,7.5,569,1,0,227,7,1,1,0,0,0,88,2406
47.25,218,4,8.3,7.7,8,103,1,0,52,2,1,1,0,1,1,71,804
30.17,348,3.5,7.9,6.6,6.9,105,0,0,93,0,0,1,0,0,1,42,2187
52.15,581,3.5,7.6,7.1,7.6,303,1,1,309,0,0,1,0,0,0,42,480
23.17,328,3.5,7.4,7.5,7.5,76,0,1,195,2,1,0,0,0,1,70,978
17.12,465,4,7.9,6.7,7.2,75,0,1,208,5,1,0,0,0,0,46,3000
45.45,143,4,7.8,8.6,7.3,65,1,0,82,0,0,0,0,0,0,93,916
48.66,2121,3.5,7.7,7.9,7.5,1032,1,0,382,3,1,0,0,0,1,62,1111
35,80,3.5,7.2,7.7,7.6,28,0,1,57,0,0,1,0,0,1,33,342
43.73,1571,3.5,7.7,8.2,6.9,687,0,0,399,3,1,1,0,0,1,95,1103
42.57,895,4,8.1,8.1,7.9,381,0,0,109,2,1,1,0,0,0,59,1368
52.11,190,3.5,7.5,8,7.5,99,1,0,76,0,0,1,0,0,0,64,1231
44.68,234,3.5,7.5,8,7.6,105,1,0,46,8,1,0,0,0,0,255,2217
25.3,521,3.5,7.3,6.4,6.7,125,0,0,207,14,1,1,0,0,0,49,2934
37.26,722,3.5,7.6,7.3,7,269,0,0,229,0,0,1,0,1,1,52,684
23.91,324,3.5,7.2,6.9,6.9,77,0,1,88,5,1,1,0,0,0,69,2953
34.38,878,3.5,7.7,7.6,7.2,284,0,0,92,23,1,1,0,0,1,89,2451
41.02,3085,3.5,7.4,7.6,6.8,1265,0,0,271,29,1,1,0,0,1,72,2774
44.67,750,3.5,8.1,8,7.3,335,1,0,143,1,1,1,0,0,0,157,1402
76.6,47,4,7.8,7.7,7.8,36,1,0,22,0,0,0,0,0,0,61,633
28.1,580,3.5,7.4,8,7,163,0,0,227,17,1,0,0,0,0,102,2311
25.31,241,3.5,7.3,8.3,6.4,61,0,0,156,9,1,0,0,0,0,92,264
44.3,1149,3.5,7.7,8.1,7.5,509,0,0,270,1,1,0,0,0,1,59,865
36.79,1207,3.5,7.6,7.2,7.2,444,0,0,220,5,1,1,0,0,1,57,1884
38.24,204,4,8.1,8.3,7.6,78,0,0,95,3,1,1,0,0,0,106,2752
51.88,133,4,7.9,7,7,69,1,0,72,0,0,1,0,0,1,49,254
32.62,145,4,8.2,7.1,7.4,46,0,0,71,3,1,0,0,0,0,82,2569
55.88,68,4,7.7,8.3,7.8,38,1,0,30,0,0,1,0,0,1,89,1852
